timestamp,temperature,vibration,current,pressure,runtime_hours,failure,temperature_roll_mean,temperature_roll_std,temperature_delta,temperature_deviation,vibration_roll_mean,vibration_roll_std,vibration_delta,vibration_deviation,current_roll_mean,current_roll_std,current_delta,current_deviation,pressure_roll_mean,pressure_roll_std,pressure_delta,pressure_deviation,stress_score,hour_of_day,day_of_week,temperature_anomaly,vibration_anomaly,current_anomaly,pressure_anomaly,high_runtime
2024-01-01 00:00:00,66.01,1.921,11.32,62.93,0.17,0,66.01,0.0,0.0,0.0,1.921,0.0,0.0,0.0,11.32,0.0,0.0,0.0,62.93,0.0,0.0,0.0,0.4613,0,0,0,0,0,0,0
2024-01-01 00:10:00,64.28,1.979,11.49,63.12,0.33,0,65.14500000000001,1.2232947314527352,-1.730000000000004,-0.8650000000000091,1.9500000000000002,0.041012193308819715,0.05800000000000005,0.028999999999999915,11.405000000000001,0.1202081528017124,0.16999999999999993,0.08499999999999908,63.025,0.13435028842544242,0.18999999999999773,0.09499999999999886,0.4593,0,0,0,0,0,0,0
2024-01-01 00:20:00,68.14,1.372,10.75,65.51,0.5,0,66.14333333333333,1.9334511458356831,3.8599999999999994,1.9966666666666697,1.7573333333333334,0.33496616744580837,-0.607,-0.3853333333333333,11.186666666666667,0.38759944960401294,-0.7400000000000002,-0.4366666666666674,63.85333333333333,1.4378572019965499,2.3900000000000077,1.6566666666666734,0.4465,0,0,0,0,0,0,0
2024-01-01 00:30:00,73.64,2.018,12.52,67.57,0.67,0,68.0175,4.067205223901699,5.5,5.622500000000002,1.8225,0.30296589467023066,0.6459999999999997,0.19549999999999979,11.52,0.7379701890998036,1.7699999999999996,1.0,64.7825,2.1981109313832783,2.059999999999988,2.7874999999999943,0.5058,0,0,0,0,0,0,0
2024-01-01 00:40:00,61.87,2.371,13.72,61.5,0.83,0,66.788,4.468217765507854,-11.770000000000003,-4.917999999999999,1.9322,0.35918198729891787,0.3530000000000002,0.4388000000000001,11.959999999999999,1.1732220591175404,1.200000000000001,1.7600000000000016,64.126,2.40389891634403,-6.069999999999993,-2.6260000000000048,0.4818,0,0,0,0,0,0,0
2024-01-01 00:50:00,64.2,1.503,11.39,61.84,1.0,0,66.35666666666667,4.133795673066905,2.3300000000000054,-2.1566666666666663,1.8606666666666667,0.3659391570557415,-0.8680000000000001,-0.3576666666666668,11.865,1.0748534783867056,-2.33,-0.47499999999999964,63.745000000000005,2.3439176606698457,0.3400000000000034,-1.9050000000000011,0.4388,0,0,0,0,0,0,0
2024-01-01 01:00:00,74.77,2.314,13.89,68.18,1.17,0,67.55857142857143,4.934799653384884,10.569999999999993,7.21142857142857,1.9254285714285715,0.3754352394856123,0.8110000000000002,0.38857142857142857,12.154285714285715,1.2444122728267777,2.5,1.7357142857142858,64.37857142857142,2.7181208494805666,6.340000000000003,3.8014285714285876,0.5324,1,0,0,0,0,0,0
2024-01-01 01:10:00,67.33,2.146,10.47,64.62,1.33,0,67.53,4.569451358126671,-7.439999999999998,-0.20000000000000284,1.9529999999999998,0.3562262523413215,-0.16800000000000015,0.19300000000000006,11.94375,1.296896708079935,-3.42,-1.473749999999999,64.40875,2.5179381445937077,-3.5600000000000023,0.21125000000000682,0.4694,1,0,0,0,0,0,0
2024-01-01 01:20:00,62.96,1.673,10.95,58.63,1.5,0,67.02222222222223,4.53766949484473,-4.369999999999997,-4.062222222222225,1.921888888888889,0.34604351043056875,-0.47299999999999986,-0.24888888888888894,11.833333333333334,1.2575472158133867,0.47999999999999865,-0.8833333333333346,63.766666666666666,3.0426879563964486,-5.990000000000002,-5.136666666666663,0.4335,1,0,0,0,0,0,0
2024-01-01 01:30:00,66.21,1.976,13.55,64.62,1.67,0,66.941,4.285859047819675,3.249999999999993,-0.7310000000000088,1.9273,0.3267013757070651,0.30299999999999994,0.048699999999999966,12.004999999999999,1.303995995222208,2.6000000000000014,1.5450000000000017,63.852,2.8813376523182193,5.990000000000002,0.7680000000000078,0.484,1,0,0,0,0,0,0
